ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
1417784_at	0.3065	1.49e-04	9.92	1.801013	1.46	Als2	amyotrophic lateral sclerosis 2 (juvenile)
1423289_a_at	0.3065	1.50e-04	9.91	1.794542	1.48	Tma16	translation machinery associated 16
1441706_at	0.3065	1.51e-04	9.89	1.789373	3.95	Dscaml1	Down syndrome cell adhesion molecule like 1
1428939_s_at	0.3065	1.52e-04	-9.88	1.783174	-2.81	Gnaq	guanine nucleotide binding protein, alpha q polypeptide
1418106_at	0.3065	1.52e-04	9.88	1.782367	1.83	Hey2	hairy/enhancer-of-split related with YRPW motif 2
1428304_at	0.3065	1.52e-04	9.87	1.777474	1.55	Esco2	establishment of sister chromatid cohesion N-acetyltransferase 2
1416390_at	0.3065	1.53e-04	9.87	1.776283	9.57e-01	Rcbtb2	regulator of chromosome condensation (RCC1) and BTB (POZ) domain containing protein 2
1425906_a_at	0.3065	1.53e-04	-9.87	1.774902	-2.09	Sema3e	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3E
1448110_at	0.3084	1.55e-04	9.83	1.759638	1.48	Sema4a	sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4A
1437187_at	0.3084	1.56e-04	9.83	1.755643	2.05	E2f7	E2F transcription factor 7
1455724_at	0.3084	1.56e-04	-9.82	1.753151	-2.02	Prrg1	proline rich Gla (G-carboxyglutamic acid) 1
1439312_at	0.3084	1.56e-04	-9.82	1.752226	-2.41		
1426442_at	0.3084	1.57e-04	9.81	1.748559	1.66	Gpm6a	glycoprotein m6a
1424970_at	0.3084	1.57e-04	-9.81	1.745885	-1.23	Purg	purine-rich element binding protein G
1457523_at	0.3096	1.59e-04	-9.79	1.738272	-2.31	9530056K15Rik	RIKEN cDNA 9530056K15 gene
1434463_at	0.3168	1.63e-04	-9.73	1.70889	-1.22	Bfsp2	beaded filament structural protein 2, phakinin
1441917_s_at	0.3168	1.64e-04	-9.73	1.707777	-1.38	Tmem40	transmembrane protein 40
1455869_at	0.3203	1.67e-04	9.69	1.687727	2.23		
1449877_s_at	0.3203	1.67e-04	9.68	1.684614	1.38	Kifc1	kinesin family member C1
1454384_at	0.3203	1.68e-04	-9.67	1.679183	-1.52	2900057C01Rik	RIKEN cDNA 2900057C01 gene
1448314_at	0.3203	1.69e-04	9.67	1.67614	1.64	Cdk1	cyclin-dependent kinase 1
1454617_at	0.3203	1.69e-04	9.66	1.674609	1.44	Arrdc3	arrestin domain containing 3
1445918_at	0.3203	1.69e-04	-9.66	1.674578	-1.27	Tmem2	transmembrane protein 2
1442820_at	0.3248	1.73e-04	9.62	1.652132	1.69		
1417307_at	0.3248	1.73e-04	9.62	1.651032	9.03e-01	Dmd	dystrophin, muscular dystrophy
1416893_at	0.3248	1.73e-04	9.62	1.649664	9.95e-01	Fam107b	family with sequence similarity 107, member B
1434470_at	0.3251	1.74e-04	9.61	1.645058	1.03	Syt13	synaptotagmin XIII
1425216_at	0.3253	1.75e-04	9.60	1.640986	1.73	Ffar2	free fatty acid receptor 2
1417701_at	0.3267	1.76e-04	9.58	1.632895	2.93	Ppp1r14c	protein phosphatase 1, regulatory (inhibitor) subunit 14c
1446424_at	0.3271	1.77e-04	9.57	1.628219	1.45	Dnah12	dynein, axonemal, heavy chain 12
1457608_at	0.3284	1.79e-04	9.56	1.620784	9.67e-01		
1436823_x_at	0.3288	1.79e-04	9.55	1.615828	3.05	Hbb-y	hemoglobin Y, beta-like embryonic chain
1436368_at	0.3312	1.81e-04	9.53	1.604933	1.52	Slc16a10	solute carrier family 16 (monocarboxylic acid transporters), member 10
1434601_at	0.3325	1.83e-04	9.51	1.597597	1.49	Amigo2	adhesion molecule with Ig like domain 2
1417634_at	0.3335	1.85e-04	-9.49	1.58729	-1.39	Sod3	superoxide dismutase 3, extracellular
1434748_at	0.3335	1.86e-04	9.48	1.582532	1.35	Ckap2	cytoskeleton associated protein 2
1442418_at	0.3335	1.86e-04	9.48	1.580788	9.40e-01		
1428662_a_at	0.3335	1.86e-04	-9.48	1.579333	-1.77	Hopx	HOP homeobox
1428618_at	0.3335	1.87e-04	9.47	1.576313	8.37e-01	Hcfc2	host cell factor C2
1422653_at	0.3335	1.88e-04	9.46	1.570513	1.25	Cep70	centrosomal protein 70
1439485_at	0.3335	1.88e-04	-9.46	1.569949	-1.53	Zfp608	zinc finger protein 608
1437070_at	0.3342	1.89e-04	-9.45	1.564464	-1.21	Cdc14b	CDC14 cell division cycle 14B
1460522_at	0.3344	1.90e-04	-9.44	1.559417	-9.54e-01	6030458E02Rik	RIKEN cDNA 6030458E02 gene
1424567_at	0.3344	1.91e-04	-9.43	1.555762	-1.58	Tspan2	tetraspanin 2
1442910_at	0.3344	1.92e-04	-9.42	1.550393	-3.10		
1457923_at	0.3344	1.92e-04	-9.42	1.550036	-1.85	C130045F17Rik	RIKEN cDNA C130045F17 gene
1426641_at	0.3358	1.93e-04	-9.41	1.542237	-1.18	Trib2	tribbles pseudokinase 2
1444615_x_at	0.3409	1.97e-04	9.37	1.523576	1.71	Runx1t1	runt-related transcription factor 1; translocated to, 1 (cyclin D-related)
1457696_at	0.3409	1.97e-04	-9.37	1.520463	-8.88e-01	Rilp	Rab interacting lysosomal protein
1452703_at	0.3452	2.01e-04	9.33	1.501578	1.63	Ahcyl2	S-adenosylhomocysteine hydrolase-like 2
1422054_a_at	0.3452	2.02e-04	9.32	1.497223	1.18	Skil	SKI-like
1456328_at	0.3452	2.03e-04	9.32	1.49469	1.23	Bank1	B cell scaffold protein with ankyrin repeats 1
1450156_a_at	0.3452	2.04e-04	9.30	1.487153	1.66	Hmmr	hyaluronan mediated motility receptor (RHAMM)
1427161_at	0.3452	2.05e-04	9.30	1.483263	2.71	Cenpf	centromere protein F
1450496_a_at	0.3452	2.05e-04	9.29	1.481305	1.64	Ska1	spindle and kinetochore associated complex subunit 1
1437580_s_at	0.3452	2.06e-04	9.29	1.478121	2.18	Nek2	NIMA (never in mitosis gene a)-related expressed kinase 2
1445167_at	0.3452	2.06e-04	9.28	1.476485	1.76	9630001P10Rik	RIKEN cDNA 9630001P10 gene
1460329_at	0.3452	2.07e-04	-9.28	1.475201	-2.49	B4galt6	UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 6
1450272_at	0.3452	2.07e-04	-9.28	1.474621	-1.85	Tnfsf8	tumor necrosis factor (ligand) superfamily, member 8
1422643_at	0.3456	2.08e-04	-9.27	1.469918	-1.73	Moxd1	monooxygenase, DBH-like 1
1455849_at	0.3469	2.10e-04	-9.25	1.459045	-1.65	Nav1	neuron navigator 1
1451601_a_at	0.3469	2.10e-04	9.25	1.458416	1.12	Spns2	spinster homolog 2
1455695_at	0.3469	2.11e-04	9.24	1.45588	2.13	St8sia1	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 1
1435622_at	0.3469	2.11e-04	-9.24	1.453356	-2.75	Hs3st3a1	heparan sulfate (glucosamine) 3-O-sulfotransferase 3A1
1435832_at	0.3472	2.12e-04	-9.23	1.44898	-2.37	Lrrc4	leucine rich repeat containing 4
1436882_at	0.3481	2.13e-04	9.22	1.443181	1.19	Ubl5	ubiquitin-like 5
1459490_at	0.3489	2.15e-04	-9.21	1.435845	-1.46		
1424112_at	0.3489	2.15e-04	9.20	1.43444	2.57	Igf2r	insulin-like growth factor 2 receptor
1452242_at	0.3509	2.17e-04	9.19	1.42526	2.18	Cep55	centrosomal protein 55
1419486_at	0.3509	2.18e-04	9.18	1.4225	1.45	Foxc1	forkhead box C1
1438466_at	0.3518	2.20e-04	-9.16	1.41361	-1.67	Dnah7c///Dnah7b	dynein, axonemal, heavy chain 7C///dynein, axonemal, heavy chain 7B
1455418_at	0.3518	2.20e-04	-9.16	1.413481	-8.77e-01		
1435960_at	0.3539	2.22e-04	9.15	1.404358	2.38	Pnmal2	PNMA-like 2
1449030_at	0.3559	2.24e-04	9.13	1.39537	1.35	Syn2	synapsin II
1439520_at	0.3572	2.25e-04	9.12	1.388675	9.15e-01	Dtl	denticleless E3 ubiquitin protein ligase
1440350_at	0.3613	2.29e-04	9.09	1.372391	2.30	Panx2	pannexin 2
1437401_at	0.3613	2.29e-04	9.08	1.370287	1.01	Igf1	insulin-like growth factor 1
1449334_at	0.3613	2.30e-04	9.08	1.367821	1.63	Timp3	tissue inhibitor of metalloproteinase 3
1448231_at	0.365	2.33e-04	9.06	1.354465	1.34	Fkbp5	FK506 binding protein 5
1451021_a_at	0.367	2.35e-04	9.04	1.344114	2.10	Klf5	Kruppel-like factor 5
1415904_at	0.367	2.36e-04	9.03	1.342586	2.24	Lpl	lipoprotein lipase
1458634_at	0.3679	2.38e-04	9.02	1.333653	9.16e-01		
1416635_at	0.3679	2.39e-04	-9.01	1.328207	-1.78	Smpdl3a	sphingomyelin phosphodiesterase, acid-like 3A
1444697_at	0.3679	2.40e-04	9.00	1.324568	3.78	4732490B19Rik	RIKEN cDNA 4732490B19 gene
1417128_at	0.3679	2.41e-04	-8.99	1.319511	-1.32	Plekho1	pleckstrin homology domain containing, family O member 1
1450627_at	0.3679	2.41e-04	8.99	1.319293	8.96e-01	Ank	progressive ankylosis
1442414_at	0.3679	2.42e-04	8.98	1.313781	1.65		
1417391_a_at	0.3679	2.43e-04	-8.98	1.312148	-8.77e-01	Il16	interleukin 16
1447849_s_at	0.3679	2.43e-04	-8.98	1.312082	-8.90e-01	LOC102641248///Maf	uncharacterized LOC102641248///avian musculoaponeurotic fibrosarcoma oncogene homolog
1432274_at	0.3679	2.44e-04	-8.97	1.308817	-2.19	4930543N07Rik	RIKEN cDNA 4930543N07 gene
1416125_at	0.3679	2.45e-04	8.97	1.30514	1.36	Fkbp5	FK506 binding protein 5
1421889_a_at	0.3679	2.45e-04	8.96	1.30286	9.40e-01	Aplp2	amyloid beta (A4) precursor-like protein 2
1434767_at	0.3679	2.46e-04	8.96	1.300473	1.63	Mis18bp1	MIS18 binding protein 1
1428460_at	0.3679	2.46e-04	8.96	1.30023	9.95e-01	Syn2	synapsin II
1460235_at	0.3679	2.47e-04	-8.95	1.295518	-9.84e-01	Scarb2	scavenger receptor class B, member 2
1453226_at	0.3679	2.47e-04	8.95	1.293557	1.94	Kif18b	kinesin family member 18B
1439568_at	0.3679	2.48e-04	8.94	1.291891	2.42	Greb1	gene regulated by estrogen in breast cancer protein
1421838_at	0.3681	2.49e-04	8.94	1.288438	9.52e-01	Rps18	ribosomal protein S18
1443969_at	0.3703	2.51e-04	8.92	1.277638	2.19	Irs2	insulin receptor substrate 2
1418776_at	0.3703	2.53e-04	8.90	1.270934	1.67	Gbp8	guanylate-binding protein 8
1418804_at	0.3703	2.54e-04	8.90	1.265737	2.13	Sucnr1	succinate receptor 1
1450658_at	0.3703	2.54e-04	-8.89	1.265586	-1.13	Adamts5	a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 5 (aggrecanase-2)
1425282_at	0.3703	2.54e-04	8.89	1.264759	1.81	Rnf144b	ring finger protein 144B
1449455_at	0.3703	2.54e-04	8.89	1.264708	3.38	Hck	hemopoietic cell kinase
1449651_x_at	0.3707	2.55e-04	8.89	1.26075	8.54e-01	Gm29722	predicted gene, 29722
1424312_at	0.3711	2.57e-04	8.88	1.256098	1.07	Adipor1	adiponectin receptor 1
1425526_a_at	0.3711	2.57e-04	8.87	1.253861	2.34	Prrx1	paired related homeobox 1
1434867_at	0.3743	2.60e-04	-8.85	1.242279	-1.56	Slc4a11	solute carrier family 4, sodium bicarbonate transporter-like, member 11
1417599_at	0.375	2.61e-04	-8.84	1.237488	-1.06	Cd276	CD276 antigen
1422427_a_at	0.3759	2.65e-04	8.82	1.225023	1.53	Svs2	seminal vesicle secretory protein 2
1442629_at	0.3759	2.65e-04	8.82	1.223613	1.25		
1450355_a_at	0.3759	2.66e-04	-8.81	1.220166	-1.05	Capg	capping protein (actin filament), gelsolin-like
1423989_at	0.3759	2.66e-04	-8.81	1.21931	-8.73e-01	Tecpr1	tectonin beta-propeller repeat containing 1
1425856_at	0.3759	2.67e-04	-8.81	1.215881	-7.50e-01	Cib1	calcium and integrin binding 1 (calmyrin)
1426215_at	0.3759	2.67e-04	-8.80	1.215228	-3.47	Ddc	dopa decarboxylase
1440298_at	0.3759	2.67e-04	8.80	1.21516	1.46	Treml2	triggering receptor expressed on myeloid cells-like 2
1427650_a_at	0.3773	2.69e-04	8.79	1.208731	1.09	Runx1	runt related transcription factor 1
1440663_at	0.3813	2.73e-04	8.77	1.194447	1.91		
1452958_at	0.3813	2.73e-04	8.76	1.191589	1.81	Asphd2	aspartate beta-hydroxylase domain containing 2
1415805_at	0.3813	2.75e-04	-8.76	1.187532	-2.26	Clps	colipase, pancreatic
1448233_at	0.3813	2.76e-04	8.75	1.181977	7.98e-01	Prnp	prion protein
1449795_at	0.3813	2.77e-04	8.74	1.178424	1.10	D2Ertd63e	DNA segment, Chr 2, ERATO Doi 63, expressed
1454708_at	0.3813	2.77e-04	8.74	1.178173	1.68	Ablim1	actin-binding LIM protein 1
1460220_a_at	0.3813	2.78e-04	-8.74	1.175886	-1.43	Csf1	colony stimulating factor 1 (macrophage)
1457759_at	0.3813	2.78e-04	-8.74	1.175597	-1.33	A630081D01Rik	RIKEN cDNA A630081D01 gene
1455101_at	0.3863	2.82e-04	8.71	1.159543	2.77	Phactr2	phosphatase and actin regulator 2
1437394_at	0.3877	2.85e-04	-8.69	1.149297	-1.38	Agap1	ArfGAP with GTPase domain, ankyrin repeat and PH domain 1
1427640_a_at	0.3877	2.85e-04	8.69	1.149264	2.64	Runx1t1	runt-related transcription factor 1; translocated to, 1 (cyclin D-related)
1453957_a_at	0.3877	2.86e-04	8.68	1.146864	2.65	Igf2bp3	insulin-like growth factor 2 mRNA binding protein 3
1433891_at	0.3877	2.86e-04	8.68	1.144764	1.09	Lgr4	leucine-rich repeat-containing G protein-coupled receptor 4
1445597_s_at	0.3877	2.87e-04	-8.68	1.142381	-1.49	Pla2g16	phospholipase A2, group XVI
1450920_at	0.3898	2.89e-04	8.66	1.134157	1.80	Ccnb2	cyclin B2
1455730_at	0.3899	2.91e-04	8.65	1.128648	1.43	Dlgap5	discs, large (Drosophila) homolog-associated protein 5
1460480_at	0.3899	2.91e-04	8.65	1.128521	2.13	Erv3	endogenous retroviral sequence 3
1419088_at	0.3901	2.92e-04	8.65	1.125208	1.81	Timp3	tissue inhibitor of metalloproteinase 3
1442878_at	0.3939	2.96e-04	8.62	1.110709	2.39	Prdx6	peroxiredoxin 6
1434052_at	0.3939	2.97e-04	-8.62	1.107885	-8.61e-01	AI593442	expressed sequence AI593442
1442483_at	0.3939	2.97e-04	8.62	1.107255	1.19		
1431412_at	0.3971	3.00e-04	-8.60	1.096259	-9.11e-01	2810455B08Rik	RIKEN cDNA 2810455B08 gene
1424568_at	0.3981	3.02e-04	-8.58	1.089335	-1.20	Tspan2	tetraspanin 2
1435407_at	0.3981	3.03e-04	-8.58	1.088372	-1.37	Zkscan16	zinc finger with KRAB and SCAN domains 16
1424111_at	0.3982	3.03e-04	8.58	1.085478	3.52	Igf2r	insulin-like growth factor 2 receptor
1435511_at	0.4001	3.06e-04	8.57	1.077973	1.40	Syn2	synapsin II
1448944_at	0.4045	3.10e-04	-8.54	1.0642	-3.71	Nrp1	neuropilin 1
1453596_at	0.4047	3.11e-04	8.53	1.059635	1.64	Id2	inhibitor of DNA binding 2
1425911_a_at	0.4047	3.11e-04	-8.53	1.058432	-1.10	Fgfr1	fibroblast growth factor receptor 1
1433885_at	0.4047	3.12e-04	8.53	1.055892	8.84e-01	Iqgap2	IQ motif containing GTPase activating protein 2
1447141_at	0.4056	3.14e-04	-8.52	1.051023	-1.41	AW107722	expressed sequence AW107722
1440527_at	0.4058	3.15e-04	-8.51	1.048011	-1.95	Creb5	cAMP responsive element binding protein 5
1435005_at	0.4067	3.16e-04	8.51	1.042928	1.66	Cenpe	centromere protein E
1419153_at	0.4068	3.17e-04	8.50	1.039203	1.57	2810417H13Rik	RIKEN cDNA 2810417H13 gene
1437234_x_at	0.4068	3.19e-04	-8.49	1.034466	-7.34e-01	Prmt2	protein arginine N-methyltransferase 2
1435455_at	0.4068	3.19e-04	-8.49	1.032698	-2.48	Iffo2	intermediate filament family orphan 2
1436909_at	0.4068	3.19e-04	8.49	1.032409	1.06	Slc25a44	solute carrier family 25, member 44
1428734_at	0.4071	3.21e-04	8.48	1.028631	1.26	Anapc15	anaphase prompoting complex C subunit 15
1421594_a_at	0.4071	3.21e-04	-8.48	1.026574	-1.05	Sytl2	synaptotagmin-like 2
1458599_at	0.4088	3.24e-04	-8.46	1.019105	-8.56e-01		
1446773_at	0.4088	3.24e-04	8.46	1.016712	1.57	E230025N22Rik	Riken cDNA E230025N22 gene
1448893_at	0.4088	3.25e-04	-8.46	1.013575	-7.85e-01	Ncor2	nuclear receptor co-repressor 2
1455175_at	0.4088	3.26e-04	-8.45	1.01215	-1.17	Phf13	PHD finger protein 13
1449008_at	0.4128	3.30e-04	8.43	0.998896	7.65e-01	Tulp3	tubby-like protein 3
1430923_at	0.4128	3.31e-04	-8.43	0.995638	-3.34	2610300M13Rik	RIKEN cDNA 2610300M13 gene
1454795_at	0.4128	3.31e-04	-8.42	0.994644	-9.08e-01	Cobll1	Cobl-like 1
1438565_at	0.4139	3.34e-04	-8.41	0.988269	-1.37	A830010M20Rik	RIKEN cDNA A830010M20 gene
1454713_s_at	0.4139	3.36e-04	-8.40	0.982021	-9.61e-01	Hdc	histidine decarboxylase
1458246_at	0.4139	3.36e-04	8.40	0.980344	2.74	Gm30421	predicted gene, 30421
1435758_at	0.4139	3.36e-04	-8.40	0.979353	-2.66	B4galt6	UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 6
1458311_at	0.4139	3.38e-04	8.39	0.973825	1.02	Usp36	ubiquitin specific peptidase 36
1449510_at	0.4139	3.39e-04	-8.39	0.972559	-1.18	Zfp467	zinc finger protein 467
1428294_at	0.4139	3.40e-04	8.38	0.968259	1.49	Zpr1	ZPR1 zinc finger
1425760_a_at	0.4139	3.42e-04	-8.37	0.96317	-1.96	Pitpnm1	phosphatidylinositol transfer protein, membrane-associated 1
1441520_at	0.4139	3.42e-04	8.37	0.962811	1.02	Aspm	asp (abnormal spindle)-like, microcephaly associated (Drosophila)
1448123_s_at	0.4139	3.42e-04	8.37	0.962142	3.58	Tgfbi	transforming growth factor, beta induced
1429892_at	0.4139	3.44e-04	-8.36	0.957634	-2.82	Plac8l1	PLAC8-like 1
1427452_at	0.4139	3.44e-04	8.36	0.957499	1.10		
1438251_x_at	0.4139	3.45e-04	8.35	0.95198	4.22	Htra1	HtrA serine peptidase 1
1444633_at	0.4139	3.46e-04	8.35	0.951449	2.09	Gm35161	predicted gene, 35161
1450992_a_at	0.4139	3.46e-04	8.35	0.950176	8.16e-01	Meis1	Meis homeobox 1
1451446_at	0.4139	3.46e-04	-8.35	0.949457	-1.67	Antxr1	anthrax toxin receptor 1
1439101_at	0.4139	3.49e-04	8.34	0.94272	1.01	Mylk3	myosin light chain kinase 3
1443273_at	0.4139	3.49e-04	-8.34	0.942205	-1.81		
1416097_at	0.4139	3.49e-04	-8.33	0.94128	-2.14	Lrrc4	leucine rich repeat containing 4
1437846_x_at	0.4139	3.50e-04	-8.33	0.939696	-1.99	Bace2	beta-site APP-cleaving enzyme 2
1425933_a_at	0.4139	3.50e-04	8.33	0.938927	8.48e-01	Nt5c2	5'-nucleotidase, cytosolic II
1420557_at	0.4139	3.50e-04	-8.33	0.937945	-1.60	Epha5	Eph receptor A5
1427863_at	0.4149	3.52e-04	8.32	0.933077	8.88e-01	Hist1h3h///Hist1h3b	histone cluster 1, H3h///histone cluster 1, H3b
1439437_x_at	0.4189	3.57e-04	8.30	0.918246	6.01	Cpe	carboxypeptidase E
1421946_at	0.4189	3.57e-04	8.29	0.917271	1.04	Crp	C-reactive protein, pentraxin-related
1437190_at	0.4189	3.58e-04	-8.29	0.915256	-1.32	Styk1	serine/threonine/tyrosine kinase 1
1422561_at	0.4189	3.59e-04	-8.29	0.913644	-1.75	Adamts5	a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 5 (aggrecanase-2)
1416165_at	0.4201	3.60e-04	-8.28	0.908287	-9.36e-01	Rab31	RAB31, member RAS oncogene family
1436551_at	0.4214	3.63e-04	-8.27	0.901668	-1.11	Fgfr1	fibroblast growth factor receptor 1
1448213_at	0.4214	3.64e-04	-8.26	0.898111	-2.44	Anxa1	annexin A1
1428340_s_at	0.4214	3.64e-04	-8.26	0.897964	-1.05	Atp13a2	ATPase type 13A2
1437716_x_at	0.426	3.69e-04	8.24	0.884492	1.11	Kif22	kinesin family member 22
1429206_at	0.4261	3.70e-04	8.24	0.882036	2.31	Rhobtb1	Rho-related BTB domain containing 1
1435845_at	0.4276	3.72e-04	8.23	0.876066	1.80	Asphd2	aspartate beta-hydroxylase domain containing 2
1445370_at	0.428	3.73e-04	-8.22	0.872652	-1.43		
1421304_at	0.4285	3.75e-04	-8.21	0.867041	-1.72	Klra2	killer cell lectin-like receptor, subfamily A, member 2
1425154_a_at	0.4285	3.75e-04	-8.21	0.866712	-1.31	Csf1	colony stimulating factor 1 (macrophage)
1449548_at	0.4298	3.77e-04	-8.20	0.861259	-2.19	Efnb2	ephrin B2
1460654_at	0.4301	3.80e-04	8.19	0.854401	2.44	Slc30a3	solute carrier family 30 (zinc transporter), member 3
1425383_a_at	0.4301	3.80e-04	-8.19	0.854164	-1.30	Pbx1	pre B cell leukemia homeobox 1
1422603_at	0.4301	3.80e-04	-8.19	0.853617	-1.36	Rnase4	ribonuclease, RNase A family 4
1434990_at	0.4304	3.81e-04	-8.18	0.850734	-1.04	Ppm1e	protein phosphatase 1E (PP2C domain containing)
1453557_at	0.4342	3.85e-04	8.17	0.839333	1.80	4930562F07Rik	RIKEN cDNA 4930562F07 gene
1433281_at	0.436	3.88e-04	8.16	0.832666	1.19	Prune	prune exopolyphosphatase
1456162_x_at	0.4371	3.90e-04	-8.15	0.827917	-1.14	Add3	adducin 3 (gamma)
1427008_at	0.4376	3.92e-04	8.14	0.820294	9.85e-01	Rnf43	ring finger protein 43
1460196_at	0.4376	3.93e-04	-8.13	0.820104	-8.36e-01	Cbr1	carbonyl reductase 1
1438009_at	0.4376	3.93e-04	8.13	0.819814	1.73	Hist1h2ao///Hist1h2ai///Hist1h2ab///Hist1h2ap///Hist1h2an///Hist1h2ah///Hist1h2ag///Hist1h2ae///Hist1h2ad///Hist1h2ac	histone cluster 1, H2ao///histone cluster 1, H2ai///histone cluster 1, H2ab///histone cluster 1, H2ap///histone cluster 1, H2an///histone cluster 1, H2ah///histone cluster 1, H2ag///histone cluster 1, H2ae///histone cluster 1, H2ad///histone cluster 1, H2ac
1421375_a_at	0.4392	3.95e-04	-8.12	0.812337	-9.12e-01	S100a6	S100 calcium binding protein A6 (calcyclin)
1431009_at	0.4392	3.96e-04	-8.12	0.811616	-1.27	B230219D22Rik	RIKEN cDNA B230219D22 gene
1420064_s_at	0.4393	3.97e-04	-8.12	0.80905	-2.53	Tktl1	transketolase-like 1
1455371_at	0.4401	3.98e-04	8.11	0.804867	7.32e-01	Rfxank	regulatory factor X-associated ankyrin-containing protein
1456609_at	0.4419	4.01e-04	-8.10	0.798547	-9.08e-01	Camk2n1	calcium/calmodulin-dependent protein kinase II inhibitor 1
1458319_at	0.4423	4.02e-04	8.09	0.795382	4.23	Wls	wntless homolog (Drosophila)
1451799_at	0.4437	4.04e-04	-8.09	0.78974	-1.03	Ccdc25	coiled-coil domain containing 25
1435127_a_at	0.4457	4.07e-04	-8.07	0.782292	-7.19e-01	Osgepl1	O-sialoglycoprotein endopeptidase-like 1
1454276_at	0.4457	4.10e-04	8.06	0.77373	1.15	Clnkos	cytokine-dependent hematopoietic cell linker, opposite strand
1451612_at	0.4457	4.11e-04	8.06	0.773614	2.73	Mt1	metallothionein 1
1436043_at	0.4457	4.11e-04	-8.06	0.773398	-1.87	Scn7a	sodium channel, voltage-gated, type VII, alpha
1417707_at	0.4457	4.11e-04	-8.06	0.773089	-8.13e-01	N4bp2l1	NEDD4 binding protein 2-like 1
1436763_a_at	0.4457	4.12e-04	8.05	0.76993	1.31	Klf9	Kruppel-like factor 9
1449497_at	0.4457	4.13e-04	-8.05	0.767678	-2.20	Il12b	interleukin 12b
1456412_a_at	0.4457	4.13e-04	-8.05	0.766728	-1.03	Inpp5k	inositol polyphosphate 5-phosphatase K
1449802_x_at	0.4457	4.14e-04	8.05	0.76507	1.44	Rpusd2	RNA pseudouridylate synthase domain containing 2
1430574_at	0.4461	4.15e-04	8.04	0.762074	2.07	Cdkn3	cyclin-dependent kinase inhibitor 3
1432536_at	0.4464	4.16e-04	-8.04	0.759063	-2.63	Tepp	testis, prostate and placenta expressed
1459685_at	0.4468	4.18e-04	-8.03	0.756085	-2.10	C77683	expressed sequence C77683
1449297_at	0.4484	4.20e-04	8.02	0.750041	1.68	Casp12	caspase 12
1416076_at	0.45	4.22e-04	8.01	0.744219	1.94	Gm5593///Ccnb1	predicted gene 5593///cyclin B1
1455647_at	0.4555	4.28e-04	-7.99	0.729367	-1.27	Ar	androgen receptor
1442285_at	0.4566	4.30e-04	-7.98	0.724832	-1.85	Syne2	spectrin repeat containing, nuclear envelope 2
1423946_at	0.4584	4.33e-04	-7.97	0.718444	-7.57e-01	Pdlim2	PDZ and LIM domain 2
1455897_x_at	0.4588	4.34e-04	7.97	0.715465	1.58	Hmgn1	high mobility group nucleosomal binding domain 1
1451128_s_at	0.4597	4.36e-04	7.96	0.711361	1.09	Kif22	kinesin family member 22
1452073_at	0.4641	4.41e-04	7.94	0.699055	1.84	Fam64a	family with sequence similarity 64, member A
1423521_at	0.4641	4.42e-04	7.94	0.697124	1.66	Lmnb1	lamin B1
1417184_s_at	0.4641	4.44e-04	7.93	0.693162	2.19	Hbb-bt///Hbb-bs///Hbb-b2///Hbb-b1	hemoglobin, beta adult t chain///hemoglobin, beta adult s chain///hemoglobin, beta adult minor chain///hemoglobin, beta adult major chain
1435950_at	0.4641	4.44e-04	7.93	0.69108	2.46	Hr	hairless
1441703_at	0.4641	4.45e-04	7.93	0.690345	9.57e-01	Zfp787	zinc finger protein 787
1445889_at	0.4641	4.46e-04	7.92	0.687278	1.97		
1427141_at	0.4641	4.47e-04	7.92	0.685766	1.23	2700099C18Rik	NDC80 homolog, kinetochore complex component pseudogene
1438574_at	0.4641	4.47e-04	7.92	0.68419	2.09	Gpr152	G protein-coupled receptor 152
1460321_at	0.4659	4.50e-04	-7.91	0.678051	-1.93	Cntn4	contactin 4
1439774_at	0.4661	4.51e-04	7.90	0.675528	2.28	Prrx1	paired related homeobox 1
1416041_at	0.4665	4.52e-04	-7.90	0.672622	-1.15	Sgk1	serum/glucocorticoid regulated kinase 1
1418857_at	0.4671	4.55e-04	-7.89	0.665859	-1.20	Slc13a2	solute carrier family 13 (sodium-dependent dicarboxylate transporter), member 2
1446786_at	0.4671	4.57e-04	7.88	0.66104	1.10		
1449207_a_at	0.4671	4.58e-04	7.88	0.659557	1.14	Kif20a	kinesin family member 20A
1456341_a_at	0.4671	4.59e-04	7.88	0.658303	1.03	Klf9	Kruppel-like factor 9
1439050_at	0.4671	4.62e-04	7.87	0.651523	1.00	Gclm	glutamate-cysteine ligase, modifier subunit
